model,threshold,accuracy,balanced_accuracy,precision,recall,f1_score,roc_auc,pr_auc,true_positive,true_negative,false_positive,false_negative,predicted_positive_rate,selected_threshold,selected_accuracy,selected_balanced_accuracy,selected_precision,selected_recall,selected_f1_score,selected_true_positive,selected_true_negative,selected_false_positive,selected_false_negative,selected_predicted_positive_rate,model_role
random_forest_light,0.5,0.7938629676334594,0.8043332920032171,0.40933074146070536,0.8193440800444691,0.5459259259259259,0.878701321124872,0.5762484437383693,1474,7969,2127,325,0.30273224043715846,0.65,0.848255569567045,0.7781317418375591,0.498772504091653,0.6775986659255142,0.5745934480320528,1219,8871,1225,580,0.20546448087431693,Tree ensemble benchmark
